Spread,Is Favorite Home Team,Win Percent Diff,Average Time of Possession (Excluding OT) This Season,Average Time of Possession (Excluding OT) Last 3 Games vs. season average,Average Time of Possession (Excluding OT) Last 1 Game vs. season average,Average Time of Possession (Excluding OT) @ vs. season average,Completion Percentage This Season,Completion Percentage Last 3 Games vs. season average,Completion Percentage Last 1 Game vs. season average,Completion Percentage @ vs. season average,Extra Points Made per Game This Season,Extra Points Made per Game Last 3 Games vs. season average,Extra Points Made per Game Last 1 Game vs. season average,Extra Points Made per Game @ vs. season average,First Downs per Game This Season,First Downs per Game Last 3 Games vs. season average,First Downs per Game Last 1 Game vs. season average,First Downs per Game @ vs. season average,Fourth Downs per Game This Season,Fourth Downs per Game Last 3 Games vs. season average,Fourth Downs per Game Last 1 Game vs. season average,Fourth Downs per Game @ vs. season average,Giveaways per Game This Season,Giveaways per Game Last 3 Games vs. season average,Giveaways per Game Last 1 Game vs. season average,Giveaways per Game @ vs. season average,Opponent Interceptions Thrown per Game This Season,Opponent Interceptions Thrown per Game Last 3 Games vs. season average,Opponent Interceptions Thrown per Game Last 1 Game vs. season average,Opponent Interceptions Thrown per Game @ vs. season average,Kicking Points per Game This Season,Kicking Points per Game Last 3 Games vs. season average,Kicking Points per Game Last 1 Game vs. season average,Kicking Points per Game @ vs. season average,Kickoffs per Game This Season,Kickoffs per Game Last 3 Games vs. season average,Kickoffs per Game Last 1 Game vs. season average,Kickoffs per Game @ vs. season average,Net Punt Yards per Game This Season,Net Punt Yards per Game Last 3 Games vs. season average,Net Punt Yards per Game Last 1 Game vs. season average,Net Punt Yards per Game @ vs. season average,Opponent Fumbles per Game This Season,Opponent Fumbles per Game Last 3 Games vs. season average,Opponent Fumbles per Game Last 1 Game vs. season average,Opponent Fumbles per Game @ vs. season average,Interceptions Thrown Percentage This Season,Interceptions Thrown Percentage Last 3 Games vs. season average,Interceptions Thrown Percentage Last 1 Game vs. season average,Interceptions Thrown Percentage @ vs. season average,Passing First Downs per Game This Season,Passing First Downs per Game Last 3 Games vs. season average,Passing First Downs per Game Last 1 Game vs. season average,Passing First Downs per Game @ vs. season average,Passing Yards per Game This Season,Passing Yards per Game Last 3 Games vs. season average,Passing Yards per Game Last 1 Game vs. season average,Passing Yards per Game @ vs. season average,Points per Game This Season,Points per Game Last 3 Games vs. season average,Points per Game Last 1 Game vs. season average,Points per Game @ vs. season average,Punt Attempts per Game This Season,Punt Attempts per Game Last 3 Games vs. season average,Punt Attempts per Game Last 1 Game vs. season average,Punt Attempts per Game @ vs. season average,Rushing Attempts per Game This Season,Rushing Attempts per Game Last 3 Games vs. season average,Rushing Attempts per Game Last 1 Game vs. season average,Rushing Attempts per Game @ vs. season average,Takeaways per Game This Season,Takeaways per Game Last 3 Games vs. season average,Takeaways per Game Last 1 Game vs. season average,Takeaways per Game @ vs. season average,Third Down Conversion Percentage This Season,Third Down Conversion Percentage Last 3 Games vs. season average,Third Down Conversion Percentage Last 1 Game vs. season average,Third Down Conversion Percentage @ vs. season average,Touchdowns per Game This Season,Touchdowns per Game Last 3 Games vs. season average,Touchdowns per Game Last 1 Game vs. season average,Touchdowns per Game @ vs. season average,Turnover Margin per Game This Season,Turnover Margin per Game Last 3 Games vs. season average,Turnover Margin per Game Last 1 Game vs. season average,Turnover Margin per Game @ vs. season average,Yards per Game This Season,Yards per Game Last 3 Games vs. season average,Yards per Game Last 1 Game vs. season average,Yards per Game @ vs. season average,Yards per Pass Attempt This Season,Yards per Pass Attempt Last 3 Games vs. season average,Yards per Pass Attempt Last 1 Game vs. season average,Yards per Pass Attempt @ vs. season average,Target
10,0,0.2777777777777778,0,1,7,1,-4.470000000000013,7.880000000000001,13.530000000000001,-2.3899999999999997,0.3999999999999999,-1,-0.6000000000000001,0.5999999999999999,1.4000000000000021,-1.2999999999999998,-2.6000000000000005,4.800000000000001,-0.5,0.8,0.5,0.1,-0.7,0,-0.7,0.7,0.8,-0.2,-0.2,0.1,0.40000000000000036,-1.9999999999999998,2.4,2.5999999999999996,1.5,-1.2,-1.4999999999999998,1.5999999999999999,-6.800000000000011,-55.1,-41.8,-14.499999999999998,0.09999999999999998,0.1,0.1,0.6,-1.5899999999999999,-2.96,-1.5899999999999999,1.6099999999999999,0.1999999999999993,-0.10000000000000009,-1.7999999999999998,3.5,11.599999999999966,-63.4,-63.4,100.9,9.899999999999999,-6.5,-12.1,11.2,0,-1,0,-0.4,1.8999999999999986,-2.5,2.9,1.6,0.7,-0.3,-0.30000000000000004,0.4,-2,6.449999999999999,0.7799999999999994,3.31,1.5,-0.8999999999999999,-2.5,1.2,1.6,-0.1,0.6000000000000001,-0.1,45.5,-85.8,-87.5,106.60000000000001,1.3999999999999995,-2.2,-0.2,-0.30000000000000004,14
10,1,-0.05555555555555558,4,3,0,1,-4.769999999999996,2.37,1.9200000000000004,-4.82,-0.20000000000000018,-0.8999999999999999,-1.2,-0.7,5.899999999999999,-0.7000000000000001,-9.1,-0.1,0.40000000000000013,0.4,1.4000000000000001,0.2,-0.09999999999999987,-0.5000000000000001,-1.0999999999999999,0.8999999999999999,-1.1,-0.10000000000000003,2.9,-0.8,2.9000000000000004,0.20000000000000007,4.9,-4.300000000000001,1,-0.30000000000000004,1,-1.2999999999999998,-58.80000000000001,4.5,116.19999999999999,2.1999999999999993,-0.4,-0.4,-0.4,-0.7,-2.34,-1.2600000000000002,-2.34,-0.24,4,-0.30000000000000004,-3.9999999999999996,0,88.19999999999999,-23.5,-57.800000000000004,-56.8,3.1999999999999993,-3.5,-0.7999999999999998,-7,-1.4000000000000004,-0.39999999999999997,2.6,-0.19999999999999998,-2,0,0,-1.8,-0.8999999999999999,-0.6,3.1,-1.4,5.490000000000002,3.7,-21.91,-1.89,0.10000000000000009,-0.6000000000000001,-0.8999999999999999,-0.4,-0.7,0,4.3,-2.2,90.80000000000001,-38.5,-109.20000000000002,-51.5,0.09999999999999964,-1.1,-0.09999999999999987,-1.7999999999999998,19
10,1,0.1856725146198831,1,4,10,-2,1.7399999999999949,7.89,-1.5900000000000003,-2.59,0.10000000000000009,0.4,-0.9,-0.1,6.100000000000001,5.4,8.1,-2.6,0.09999999999999998,0.8,1.1,-0.4,-0.09999999999999998,0.3,-0.1,0.3,-0.5,-0.9,-0.5,0.4,2.7,-1,-1.3,3.1,2.1999999999999993,-0.2,-0.7999999999999999,0.6,-120.50000000000001,-83.8,132.5,-34.2,-0.3999999999999999,-0.09999999999999998,-0.4,0,-0.22999999999999998,1.3,-0.16999999999999998,1.2799999999999998,5.4,1.1,-1.6,-2.3,100,29.4,-89,-46.3,9.700000000000003,-0.6000000000000001,-8.3,-1.1,-2.4999999999999996,-2.5,2.5,-0.9,-1.6000000000000014,5.7,11.399999999999999,-1.9000000000000001,-0.3999999999999999,-0.7,-1.4,0.5,6.019999999999996,11.41,-4.81,-7.31,0.8999999999999999,0.2,-1.1,-0.6,-0.30000000000000004,-1,-1.3,0.19999999999999998,107.20000000000005,73.8,-19.799999999999997,-35.1,1.5,1.4,-2.3000000000000003,-0.6000000000000001,5
12,1,0.25000000000000006,2,-5,-7,-1,5.180000000000007,2.4699999999999998,3.89,-8.18,1.4,-2.3000000000000003,-3.6,-0.6,3.6000000000000014,-4.1000000000000005,-5.4,-0.39999999999999997,0.29999999999999993,0.30000000000000004,-0.7,1.5,0,1,1,0.09999999999999998,0.09999999999999998,-1.2000000000000002,-2.9000000000000004,-0.09999999999999998,2.299999999999999,-1.4,3.3,-0.10000000000000009,1.7000000000000002,-1.6,-1.3,-0.9,-35.900000000000006,0.3999999999999986,-74.9,14.600000000000001,-0.09999999999999998,0.6000000000000001,0.9,-0.1,-0.73,0.8799999999999999,2.21,0.39,-0.6999999999999993,-2.1,-8.7,-2.9,-18.900000000000034,-39.599999999999994,-117.9,-77.7,11.499999999999996,-12.2,-17.5,-7.1,-1.4,-0.3999999999999999,-1.4,0.19999999999999998,9.5,-9.5,-9.5,1.7,0.4,-0.8999999999999999,-2.6,0.30000000000000004,-4.189999999999998,-7.4799999999999995,-8.74,-6.72,1.5,-1.8,-3.5,-1,0.4,-2,-3.6,0.19999999999999998,23.700000000000045,-81.30000000000001,-168.3,-48.3,0.5,-2.1,-2.5999999999999996,-2.6,14
10.5,1,0.14999999999999997,1,4,-1,3,-8.600000000000001,-6.46,-15.73,0.16999999999999993,0.7000000000000002,-0.30000000000000004,1.7,-0.7,4.199999999999999,0.19999999999999973,0.2,-0.19999999999999996,0.19999999999999996,0.2,-0.8,0.2,-0.10000000000000009,-1.1,-1.1,0.5,-0.19999999999999996,0.8,1.8,-0.1,1.3000000000000007,0.30000000000000004,2.3000000000000003,-1.7000000000000002,1.2000000000000002,-0.20000000000000007,1.2000000000000002,-0.9,4.300000000000011,88.9,176.3,18.6,0.20000000000000007,0.6,1.2,-0.1,-0.5499999999999998,-3.5199999999999996,-5.81,0.44999999999999996,0.9000000000000004,1.6,2.9,0.7999999999999999,15.700000000000017,-1,50.7,1.3000000000000043,6.699999999999999,-2.9,5.7,-7.7,0,2,4,0.5,4.5,1.2,-16.5,-2,-0.20000000000000007,0.7999999999999999,1.8,-0.30000000000000004,9.36,-4.6899999999999995,-7.31,0.69,0.9000000000000001,-0.4,0.8999999999999999,-0.9,-0.09999999999999998,1.9000000000000001,2.9,-0.8,23,-13.299999999999997,-55,-15.000000000000004,-0.9000000000000004,-0.30000000000000004,-2.6,-0.30000000000000004,17
10,0,0.19999999999999996,1,-1,-6,3,11.020000000000003,1.5200000000000005,7.529999999999999,3.89,1.2000000000000002,-0.09999999999999987,1.2000000000000002,1.2000000000000002,7,-2.3000000000000003,3,6.2,-0.5,0.19999999999999996,-0.5000000000000002,-0.5,-0.9000000000000001,1.1,1.1,0.7,0.10000000000000009,-0.19999999999999996,0.10000000000000009,-0.1,0.6000000000000014,-2.7,0.5999999999999996,3,0.9000000000000004,-1.7,-0.10000000000000009,1.3,-75.80000000000001,22.200000000000003,-58.8,-58,-0.10000000000000009,-2.1,-2.1,-0.30000000000000004,-3.08,2.8000000000000003,2.8000000000000003,1.17,4.1,-1.5,-0.9000000000000001,2.5,76.6,-55.7,-51.39999999999999,59.8,7.199999999999999,-6.1,7.199999999999999,9.600000000000001,-1.7000000000000002,1,-0.7000000000000002,-1.5,1.8000000000000007,-2.5,0.7999999999999989,6,0.19999999999999996,-0.8,0.19999999999999996,0.19999999999999998,10.89,-3.7300000000000004,-0.7800000000000011,7.71,1.1,-0.4999999999999999,1.1,1.1,1.1,-1.9,-0.9,-0.5,78.5,-62.5,-6.5,107.89999999999999,1.0999999999999996,-1.2,-1.0999999999999999,1.2000000000000002,14
13,1,0.24999999999999994,5,2,-9,-4,10.270000000000003,2.7100000000000004,-9.85,-0.48,0.19999999999999996,0.8999999999999999,2.2,1.4000000000000001,6.4,4.4,-6.6,-5.4,-0.30000000000000004,0.1,-0.30000000000000004,0.5,-1.2000000000000002,-0.2,-1.2000000000000002,-1.2000000000000002,0.4,0.09999999999999998,0.4,0.6000000000000001,4.1,0.7999999999999999,-2.9,-1.4000000000000001,2.3000000000000003,1,0.3,-0.4,-110.89999999999998,-12.2,178.1,51.6,-0.8,-0.19999999999999998,0.20000000000000007,-0.1,-2.65,-0.76,2.7,-1.87,4.699999999999999,4.1,-6.300000000000001,-4.5,114.89999999999998,16.9,-141.1,-74.10000000000001,11.7,7.1,10.7,0.19999999999999998,-2.2,-0.2,3.8,1.6,3.5,4.5,8.5,-2.2,0.10000000000000009,-0.6,0.10000000000000009,1.1,8.440000000000001,11.23,-24.29,-9.96,1.2000000000000002,0.8,2.2,0.4,1.3,-0.40000000000000013,1.2999999999999998,2.4,160,51.4,-37,-68.7,3.1999999999999993,0.2,0.7,0.19999999999999998,35
10,0,0.2857142857142857,0,4,2,0,1.1200000000000045,-1.8900000000000001,11.53,1.42,1.2999999999999998,-1.4,-3.7,0.5,4.5,-0.8999999999999999,-7.5,0.7,-0.4,0.9,0.6,-0.5,-0.7,0,-0.7,0.3,0.5,-0.2,-2.5,-0.19999999999999998,2,-3.7,-6,-2.7,1.7999999999999998,-1.5,-4.2,-0.4,-40.599999999999994,44.1,-59.6,27.4,0.30000000000000004,-0.7,-0.7,0.1,-1.0999999999999999,1.54,4.16,0.28,2.1999999999999993,-3.8,-6.8,2.3,68.70000000000002,-68.3,-88.30000000000001,52.699999999999996,13.799999999999997,-8.6,-24.200000000000003,1.9,-1.4,1.3,-0.3999999999999999,0.6000000000000001,5.099999999999998,8.8,8.1,-1.7000000000000002,0.9,-0.7,-3.1,0.4,6.68,-2.2399999999999998,6.680000000000001,5.8,1.6999999999999997,-1,-3.3,0.6,1.5,-0.8,-2.5,0,105.90000000000003,-43.1,-16.1,17.8,2.4000000000000004,-0.19999999999999996,0.20000000000000007,0.39999999999999997,14
14,1,0.11904761904761901,4,4,3,-1,4.330000000000005,-6.82,6.779999999999999,0.30999999999999994,0.6999999999999997,-0.29999999999999993,-0.3,-0.09999999999999998,6.399999999999999,4.8,2.4000000000000004,-3,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,-0.8999999999999999,0.10000000000000003,-0.9,-0.7000000000000001,0,-0.3,0,-0.2,5,2,4,-3,2.1,0.4,1.1,-0.8999999999999999,-81.70000000000002,3.299999999999999,-119.7,33.1,-0.8,-0.8,0.19999999999999996,-0.6,-4.109999999999999,2.3,1.15,-1.6,5,3,1,-1,124.10000000000002,29.400000000000002,39.099999999999994,-18.9,9.9,0.9,2.9000000000000004,-4.1,-1.7000000000000002,-0.4,-2.7,0.9,-0.6999999999999993,7,4.300000000000001,-3.3,-0.09999999999999987,-0.8,0.9000000000000001,-0.30000000000000004,7.579999999999998,16.39,20.91,-6.93,0.8,-0.2,-0.20000000000000007,-0.2,0.8,-0.8,1.8,0.3999999999999999,153.10000000000002,53.4,48.099999999999994,-48.5,2,-0.7,0.4,-0.2,-3
15,0,0.33333333333333337,-1,1,-5,-1,-0.5200000000000102,-15.32,-25.2,-1.41,2.8,0.09999999999999998,-1.2,0.4,5.800000000000001,-2.9,-8.2,3.5,-0.6,0.8,0.4,0.19999999999999998,-0.10000000000000009,-1.4,-4.1,0.2,0.19999999999999996,0.9,2.2,0.5,2.4000000000000004,1.7000000000000002,-1.6,0.7,3.0999999999999996,-0.2,-1.9,0.4,-49.19999999999999,19.8,-5.199999999999999,-17.4,0.9000000000000001,0.3,-1.0999999999999999,0.6,0.5,-3.27,-6.02,0.77,3.200000000000001,-2.8,-8.8,2,79.6,-74.4,-186.4,32.599999999999994,19.700000000000003,-3,-14.3,3.5,-1.7000000000000002,0.7,1.3,-0.7,0.8000000000000007,3.2,-0.20000000000000018,0.9000000000000001,0.5,0.49999999999999994,0.5,0.6,12.119999999999997,-6.039999999999999,-14.8,3.45,2.8999999999999995,-0.8,-2.1,0.4,0.7,2,4.7,0.49999999999999994,96,-65.3,-201,44,2.000000000000001,-2.2,-2.7,-0.3,7
10,1,0.19047619047619047,1,-1,-4,-4,5.130000000000003,2.54,-9.59,-1.9100000000000001,1.3,0,-1.7,-0.2,-1.3000000000000007,-3.9,0.7000000000000001,-2,0.6000000000000001,-1.1,-1.4,-0.4,-1.2,-0.6,0.8,0.09999999999999998,0.8,0.49999999999999994,-0.2,0.1,-0.6000000000000005,-1.9000000000000001,-9.600000000000001,0.6,-0.40000000000000036,-1.0999999999999999,-3.4000000000000004,-0.4,32.400000000000006,54.1,147.39999999999998,-9.099999999999998,0.5,-0.2,-4.5,0.3,-2.37,1.9300000000000002,3.88,1.15,-1.8000000000000007,-1.0999999999999999,-2.8,-1.4,-12.100000000000023,0.5,-140.1,17.2,3.400000000000002,-3.9000000000000004,-17.6,-0.7,0.09999999999999964,0.8,3.1,-0.6000000000000001,4,0,0,-3.8,1,0.7,0,0.4,0.3200000000000003,5.9,-30.04,-10.29,0.7000000000000002,-0.3,-1.3,-0.3,2.2,1.2,-0.8,0.19999999999999998,0.10000000000002274,-22.5,-54.900000000000006,0.7999999999999998,0.4999999999999991,0,-3.5,1.2,27
14,1,0.18181818181818182,5,-2,5,-3,6.999999999999993,-8.19,0.5699999999999998,-1.11,-0.5,-1.5,-1.5,0.7,1.3999999999999986,-4.6,-0.6,-3.5999999999999996,-0.5,0.8999999999999999,-0.5,-0.30000000000000004,-0.5,0.2,2.5,-0.10000000000000003,0.09999999999999998,-0.3,-0.9,-0.09999999999999998,1.7000000000000002,-3.3,0.7,-1.2999999999999998,1,-1.6,-1,-0.39999999999999997,-36.60000000000002,68,104.4,4.599999999999998,-0.09999999999999998,-0.1,-0.1,0.1,-1.17,-1.32,1.46,0.53,0.9000000000000004,-4.4,-4.1000000000000005,-2.5,38,-47.3,-48,-35,4.5,-11.8,-18.5,-0.8999999999999999,-0.7000000000000002,1.6,2.3000000000000003,0.09999999999999998,5,-1.2999999999999998,6,-4,0,0,0,-0.2,0.7099999999999937,-15.38,-15.38,2.83,0.2999999999999998,-1.4,-2.7,0.1,0.5,-0.20000000000000007,-2.5,-0.09999999999999998,68.09999999999997,-40.5,8.099999999999998,-49.3,2,-0.8,-0.09999999999999998,0.5,5
10,0,0.24999999999999994,0,2,2,-2,-2.8799999999999955,-6.069999999999999,9,-0.04999999999999999,1.3,1.2999999999999998,1.3,1.4,4.5,2.2,9.5,2.5,-0.30000000000000004,-0.9,-1.3,0.2,0.30000000000000004,-1.1,2.3,0,-0.30000000000000004,1,-0.30000000000000004,-0.4,-1.2000000000000002,2.8,1.7999999999999998,1.8,1.1999999999999993,2.2,2.2,1.8,7.5,15.899999999999999,-62.5,-45.3,0.19999999999999996,0.5,1.2,0.4,0.6100000000000003,-3.3899999999999997,-1.6099999999999999,-0.14,3.1999999999999993,-0.20000000000000007,4.2,1.4,79.1,-52.2,79.1,26.6,10.5,12.5,13.5,12.3,0,1,-1.9999999999999998,-1.4,-2,10,9,0.19999999999999998,0,1.4,1,0.2,6.160000000000004,17.23,51.160000000000004,6.880000000000001,1.9,1.6,1.9000000000000001,1.7000000000000002,-0.29999999999999993,2.3,-1.3,0.19999999999999996,66.90000000000003,10.3,172.89999999999998,44.9,0.2999999999999998,-0.30000000000000004,1.5999999999999999,0.1,-3
10,1,0.04347826086956519,3,4,4,0,13.54,2.42,10.28,-4.84,0.7999999999999998,0.09999999999999998,-1.2,0,7.1,4.1,7.1,-1.7000000000000002,0.7,-1.9000000000000001,-1.3,1.4,-0.6000000000000001,-2.2,-1.6,-0.20000000000000007,0.19999999999999996,-0.09999999999999998,0.19999999999999996,0.30000000000000004,3.5000000000000004,4.800000000000001,4.5,-1.2999999999999998,2.0000000000000004,1.2999999999999998,0,-0.6,-111.30000000000001,-45.9,-40.3,11.3,-0.19999999999999996,-1.5,-0.19999999999999996,-0.4,-2.88,-2.27,-2.8200000000000003,-0.7100000000000001,6.5,2.9,7.500000000000001,-1.2,135.5,56.8,116.5,-25.400000000000002,10.600000000000001,3.8999999999999995,-6.3999999999999995,-2.6,-2.4000000000000004,-0.4,-0.4,0.30000000000000004,-1.3999999999999986,5,-4.4,-0.6000000000000001,-0.30000000000000004,-0.30000000000000004,0.7000000000000001,0.5,15.099999999999998,23.909999999999997,27.6,-8.51,1.0999999999999999,-0.19999999999999996,-1.9,-0.19999999999999998,0.39999999999999997,2.0999999999999996,2.4,0.7999999999999999,132.6,100,67.6,-23.900000000000002,2.0999999999999996,1.2,1.8,-1.2000000000000002,26
11.5,1,0.2173913043478261,-1,3,-2,-3,-4.579999999999998,10.79,17.5,-6.37,1.1,-0.6,3.1,0.09999999999999998,2.8999999999999986,1.6,4.9,-3.1,-0.30000000000000004,-0.6,-2.3,0,-0.19999999999999996,-2.2,-3.1999999999999997,0.5,0.5000000000000001,-0.5,-0.5,0.6000000000000001,3,0.30000000000000004,2,1,1.8999999999999995,0.9000000000000001,3.9,-0.30000000000000004,-62.60000000000001,-44.6,74.39999999999999,15.400000000000002,-0.19999999999999996,0.5,1.8,-0.1,0.7400000000000002,-2.19,-8.15,1.61,1.0999999999999996,0.8,4.1000000000000005,-2.9,35,37,95,-62.7,11.100000000000001,6.4,28.099999999999998,-4.6,-1.3999999999999995,-0.7,1.5999999999999999,0.39999999999999997,3.5,7.8,4.5,-2.4000000000000004,0.9999999999999999,-0.5999999999999999,1,0.5,3.969999999999999,2.16,-9.920000000000002,-4.37,1.3000000000000003,0.7,4.3,-0.7,1.3,1.6,4.3,0.09999999999999998,69.80000000000001,76.39999999999999,111.8,-57.900000000000006,1.2999999999999998,2.7,4.2,-1.4,-7
11,1,0.041666666666666685,0,-3,-2,1,5.130000000000003,3.88,7.23,2.87,0.10000000000000009,-1.5,-0.8999999999999999,-0.5,0.1999999999999993,-8.8,-5.800000000000001,0,-0.19999999999999996,-0.6,-1.2,-0.5,0,0.6000000000000001,0,0.6,-0.4,-0.1,-0.4,0.1,0.10000000000000053,-0.5,5.1,1,0,-2,0,-0.6,-20,62,-43,-38.8,-0.7000000000000001,-0.09999999999999998,-0.7,0,-0.010000000000000231,2.4899999999999998,-0.010000000000000231,0.47000000000000003,-0.1999999999999993,-2.5999999999999996,3.8,-0.30000000000000004,-14.599999999999994,-31.3,35.400000000000006,-25.9,0.20000000000000284,-9.1,-0.7999999999999998,-3.8000000000000003,-0.5,1.5,0.5,-1.1,3.099999999999998,-6.9,-8.899999999999999,2.8000000000000003,-0.9,-0.9,-0.9000000000000001,0,4.469999999999999,-1.08,15.43,10.25,0.10000000000000009,-1.6,-0.9,-0.7,-0.7,-1.4,-0.7000000000000002,-0.4,2.5,-118.19999999999999,-53.5,-20.9,0.9000000000000004,0.9,2.4,-0.6,9
10,1,0.12500000000000006,1,-2,-6,0,1.6599999999999966,-10.27,-9.870000000000001,-0.8300000000000001,0.8,1.4,-1.2000000000000002,0.1,4.699999999999999,-0.7,-5.300000000000001,-0.6000000000000001,-0.19999999999999996,0.5,2.8,-0.2,0.3999999999999999,0.4,1.4,0,-0.20000000000000007,1.2,-1.2000000000000002,-0.2,-0.7000000000000002,0.8999999999999999,-11.7,0.30000000000000004,0.3000000000000007,1.7000000000000002,-3.6999999999999997,0.20000000000000007,-47.5,40.49999999999999,131.5,1.700000000000001,0.30000000000000004,1.6,-0.7,-0.3,0.3500000000000001,1.48,2.62,0.48000000000000004,1.6999999999999993,-0.6000000000000001,2.7,-0.10000000000000003,27.900000000000034,-44.400000000000006,48.89999999999999,8.299999999999999,4.700000000000003,12.3,-18.299999999999997,0.2999999999999998,-1.2000000000000002,0.8,3.8,0.09999999999999998,4,4.300000000000001,-19,-1.3,0.20000000000000018,1.5,-0.7999999999999999,-0.3,13.780000000000001,1.5600000000000005,-34.14,-2.12,0.8000000000000003,1.7999999999999998,-1.1999999999999997,-0.09999999999999998,-0.1,1.3,-2.1,-0.09999999999999998,34.10000000000002,10.4,-75.9,-0.40000000000000213,-0.5,-1.5,-2.4,0.09999999999999998,1
10,1,0.020833333333333315,1,8,7,-1,-0.07000000000000028,-8.92,-15.71,5.109999999999999,-1,-1.4000000000000001,0,0.1,-0.5,0.8,-3.5,0.4,0.2999999999999998,0,0.30000000000000004,0,0.30000000000000004,-1.0999999999999999,-0.7,0.5,0.3999999999999999,-0.6000000000000001,-1.6,-0.4,-1,2.6,6,-0.30000000000000004,-0.1999999999999993,0.8,2.8,0.6,43.19999999999999,110.19999999999999,43.2,-50.8,0.7000000000000001,1,2.7,-0.2,0.22999999999999998,-1.85,0.02999999999999997,1.16,-0.7999999999999989,-2.5,-6.800000000000001,1,12.299999999999983,-97,-39.699999999999996,18.1,-2,-0.3999999999999999,11,1.5999999999999999,1.1999999999999993,3.2,2.2,-1.6,3.799999999999997,16.5,16.799999999999997,-3.6,0.9000000000000001,0.9000000000000001,0.9,-0.7,-4.329999999999998,-2.26,-3.89,3.16,-0.2999999999999998,-0.6,0.7,0.3,0.6,1.9999999999999998,1.6,-1.2,29.600000000000023,-31.4,14.599999999999994,-13.8,0.5,-2.5,-1.6999999999999997,0.6000000000000001,8
13.5,1,0.16666666666666669,0,0,2,-1,11.920000000000002,-5.51,-7.52,-3.65,1.5,0.5,2.5,-1.2000000000000002,5.299999999999997,3.6999999999999997,7.300000000000001,-5.6,-0.30000000000000004,0,0.7,-0.30000000000000004,-0.8999999999999999,0.4,-1.9,-0.10000000000000003,0.20000000000000007,-0.4,-1.8,-0.1,2.700000000000001,1.7,0.6999999999999997,-1.7,1.9,1.2000000000000002,1.9,-0.9,-49.5,-67.5,-52.5,66.5,-0.7999999999999998,-0.5,-0.7999999999999998,0.7,-2.8899999999999997,-0.52,-5.67,-0.2899999999999999,5,-0.4,5,-1.6,109.69999999999999,2,32.7,-41.900000000000006,11.299999999999999,7,15.299999999999999,-7.1,-1.3000000000000003,-1.6,-0.30000000000000004,1.2,-1.1999999999999993,2.5,16.8,-6,0.20000000000000018,-0.10000000000000003,-1.7999999999999998,-0.10000000000000003,9.8,0.7600000000000007,4.800000000000001,-7.32,1.5,0.8,2.5,-0.9,1.1,-0.6000000000000001,0.09999999999999998,0,101.60000000000002,46.599999999999994,45.6,-61.1,1.7000000000000002,-0.09999999999999998,1.7,-0.7999999999999999,12
14.5,0,0.33333333333333337,4,7,5,1,7.030000000000001,9.98,6.11,5.59,1.2999999999999998,0.8999999999999999,1.3,0,9.200000000000001,8.2,4.2,2.9,0.09999999999999998,-0.19999999999999998,1.1,-0.3,-0.5999999999999999,-2.3,-0.5999999999999999,0.4,0.7000000000000001,-1,-0.30000000000000004,-0.4,6.3,0.9,-2.7,-1.4000000000000001,3.1999999999999997,1.2,1.2000000000000002,-0.1,-139,4.299999999999997,30.999999999999993,8.7,-0.4999999999999999,-0.09999999999999998,-0.4999999999999999,0.3,-1.8600000000000003,-3.5,1.85,-0.84,6.299999999999999,5,-1.7,3.9000000000000004,131.59999999999997,85.6,-0.3999999999999986,69.39999999999999,18.3,10.9,9.3,2.6,-3.3,0,0.7,-0.10000000000000003,4.5,8.5,8.5,-0.8,0.8999999999999999,-0.7999999999999999,-0.09999999999999998,-0.4,11.760000000000002,10.8,1.5099999999999998,5.949999999999999,1.9000000000000001,1.5,1.9000000000000001,0.6,1.5,1.5,0.5,-0.8,178.29999999999998,138.9,24.3,56.099999999999994,2.4000000000000004,2.9000000000000004,2.9,0.9,22
14,1,0.23999999999999994,2,-1,-4,-1,8.370000000000005,11.18,24.939999999999998,-4.02,0.8999999999999999,1.6,2.9,-1.1,6.300000000000001,4,9.3,-5.5,-0.4,0.6,-0.40000000000000013,0,-0.6000000000000001,-0.9,-3.6,-0.6,0.29999999999999993,-0.30000000000000004,-1.7000000000000002,0.2,-0.3000000000000007,0.40000000000000013,1.7000000000000002,-1,0.2999999999999998,1.6,3.3,-0.7999999999999999,-51,-90,-122,38,-0.19999999999999996,-0.19999999999999998,0.7999999999999999,0.30000000000000004,-1.8000000000000003,-3.66,-9.8,-0.74,2.9000000000000004,4.3,16.9,-1.9000000000000001,65.60000000000002,61.599999999999994,271.6,-50.9,4.5,11.2,18.5,-7.3,-1.0999999999999996,-2.0999999999999996,-3.1,1,4.099999999999998,-1.6,-22.900000000000002,-4.9,0.3999999999999999,0,-1.6,0,8.189999999999998,12.620000000000001,10.459999999999999,-6.54,0.8000000000000003,1.7999999999999998,2.8000000000000003,-1.1,1,1,2,0.6,91.5,10.5,71.5,-88.19999999999999,1.2000000000000002,1.7000000000000002,5.9,-1.1,35
