Spread,Is Favorite Home Team,Win Percent Diff,Average Time of Possession (Excluding OT) This Season,Average Time of Possession (Excluding OT) Last 3 Games vs. season average,Average Time of Possession (Excluding OT) Last 1 Game vs. season average,Average Time of Possession (Excluding OT) @ vs. season average,Completion Percentage This Season,Completion Percentage Last 3 Games vs. season average,Completion Percentage Last 1 Game vs. season average,Completion Percentage @ vs. season average,Extra Points Made per Game This Season,Extra Points Made per Game Last 3 Games vs. season average,Extra Points Made per Game Last 1 Game vs. season average,Extra Points Made per Game @ vs. season average,First Downs per Game This Season,First Downs per Game Last 3 Games vs. season average,First Downs per Game Last 1 Game vs. season average,First Downs per Game @ vs. season average,Fourth Downs per Game This Season,Fourth Downs per Game Last 3 Games vs. season average,Fourth Downs per Game Last 1 Game vs. season average,Fourth Downs per Game @ vs. season average,Giveaways per Game This Season,Giveaways per Game Last 3 Games vs. season average,Giveaways per Game Last 1 Game vs. season average,Giveaways per Game @ vs. season average,Opponent Interceptions Thrown per Game This Season,Opponent Interceptions Thrown per Game Last 3 Games vs. season average,Opponent Interceptions Thrown per Game Last 1 Game vs. season average,Opponent Interceptions Thrown per Game @ vs. season average,Kicking Points per Game This Season,Kicking Points per Game Last 3 Games vs. season average,Kicking Points per Game Last 1 Game vs. season average,Kicking Points per Game @ vs. season average,Kickoffs per Game This Season,Kickoffs per Game Last 3 Games vs. season average,Kickoffs per Game Last 1 Game vs. season average,Kickoffs per Game @ vs. season average,Net Punt Yards per Game This Season,Net Punt Yards per Game Last 3 Games vs. season average,Net Punt Yards per Game Last 1 Game vs. season average,Net Punt Yards per Game @ vs. season average,Opponent Fumbles per Game This Season,Opponent Fumbles per Game Last 3 Games vs. season average,Opponent Fumbles per Game Last 1 Game vs. season average,Opponent Fumbles per Game @ vs. season average,Interceptions Thrown Percentage This Season,Interceptions Thrown Percentage Last 3 Games vs. season average,Interceptions Thrown Percentage Last 1 Game vs. season average,Interceptions Thrown Percentage @ vs. season average,Passing First Downs per Game This Season,Passing First Downs per Game Last 3 Games vs. season average,Passing First Downs per Game Last 1 Game vs. season average,Passing First Downs per Game @ vs. season average,Passing Yards per Game This Season,Passing Yards per Game Last 3 Games vs. season average,Passing Yards per Game Last 1 Game vs. season average,Passing Yards per Game @ vs. season average,Points per Game This Season,Points per Game Last 3 Games vs. season average,Points per Game Last 1 Game vs. season average,Points per Game @ vs. season average,Punt Attempts per Game This Season,Punt Attempts per Game Last 3 Games vs. season average,Punt Attempts per Game Last 1 Game vs. season average,Punt Attempts per Game @ vs. season average,Rushing Attempts per Game This Season,Rushing Attempts per Game Last 3 Games vs. season average,Rushing Attempts per Game Last 1 Game vs. season average,Rushing Attempts per Game @ vs. season average,Takeaways per Game This Season,Takeaways per Game Last 3 Games vs. season average,Takeaways per Game Last 1 Game vs. season average,Takeaways per Game @ vs. season average,Third Down Conversion Percentage This Season,Third Down Conversion Percentage Last 3 Games vs. season average,Third Down Conversion Percentage Last 1 Game vs. season average,Third Down Conversion Percentage @ vs. season average,Touchdowns per Game This Season,Touchdowns per Game Last 3 Games vs. season average,Touchdowns per Game Last 1 Game vs. season average,Touchdowns per Game @ vs. season average,Turnover Margin per Game This Season,Turnover Margin per Game Last 3 Games vs. season average,Turnover Margin per Game Last 1 Game vs. season average,Turnover Margin per Game @ vs. season average,Yards per Game This Season,Yards per Game Last 3 Games vs. season average,Yards per Game Last 1 Game vs. season average,Yards per Game @ vs. season average,Yards per Pass Attempt This Season,Yards per Pass Attempt Last 3 Games vs. season average,Yards per Pass Attempt Last 1 Game vs. season average,Yards per Pass Attempt @ vs. season average,Target
10,1,0.27777777777777773,2,-1,-6,-1,10.259999999999998,1.24,-1.8100000000000005,-7.66,1.2999999999999998,1,-0.7,0.6000000000000001,-1.8000000000000007,-1.0999999999999999,-10.799999999999999,-0.49999999999999994,-1,0,-1,1,-0.3999999999999999,-0.8,-0.3999999999999999,0.1,0.19999999999999996,0.2,1.2,0.7,1.6000000000000005,-1.7000000000000002,2.6,-0.6,1,0.3,0,0.3,-79.1,74.6,165.89999999999998,9.399999999999999,-0.09999999999999998,1.2000000000000002,1.9000000000000001,-0.4,-0.3799999999999999,-1.59,-0.3799999999999999,0.29,-2.9000000000000004,-1.2000000000000002,-4.9,0.6,-10.699999999999989,13.3,-15.700000000000003,11.1,6.800000000000001,5.5,-4.2,1.1,-2.2,1.2,2.8,0,3.599999999999998,0.6000000000000001,-10.399999999999999,-4.9,0.3999999999999999,1.4,3.4,0.4,7.089999999999996,-0.6099999999999999,-23.38,-2.21,0.8999999999999999,1.2,-1.1,0.39999999999999997,0.8,2.0999999999999996,3.8,0.2,21.700000000000045,5.699999999999996,-79.30000000000001,-26.3,2.0999999999999996,1.5999999999999999,0.1,-1,-4
14,1,0.05263157894736842,2,-2,8,3,6.680000000000007,0.1299999999999999,20.619999999999997,5.9399999999999995,0.7999999999999998,-0.2,0.8,0.30000000000000004,2.3000000000000007,-4.7,2.3,3,-0.30000000000000004,0,0.7,0.4,0.19999999999999996,-0.4,1.2,0.5,-0.4,0,-1.4,-0.7,2.8,-0.20000000000000007,-0.20000000000000007,-2.2,1.2000000000000002,-1.2000000000000002,-2.8000000000000003,-0.49999999999999994,-30.5,125.1,-40.5,8.2,0.9,0.3,-0.09999999999999998,0.7,0.029999999999999805,-2.42,4.59,2.02,1.3999999999999986,-0.6000000000000001,2.4000000000000004,1.0999999999999999,33.599999999999994,-44.1,-9.4,-0.40000000000000036,8.100000000000001,-4.8999999999999995,-6.9,-0.8999999999999999,-0.5999999999999996,3.0999999999999996,-0.6,0.2,2.099999999999998,-3.2,22.1,3.1,0.4,0.4,-2.6,-0.30000000000000004,1.2199999999999989,-8.85,28.72,6.5200000000000005,0.9000000000000001,-0.7,-1.1,0.1,0.2,0.8,-3.8,-0.8,65.80000000000001,-69.2,40.8,1,1.2999999999999998,-1.5,0.9,-1.3,16
9.5,1,0.2,3,-2,-1,0,9.629999999999995,-3.9100000000000006,-0.629999999999999,-5.67,1.4,-0.6000000000000001,-1.6,-0.2,6.300000000000001,-0.4,-4.7,-0.09999999999999998,-0.09999999999999998,-0.10000000000000003,-1.1,0.1,-0.5,0.5,2.5,-0.1,0.30000000000000004,0.30000000000000004,0.29999999999999993,0.9,1.1000000000000005,1.1,-4.8999999999999995,0.10000000000000009,1.2000000000000002,0.2,-1.8,0,-96.1,31.9,25.9,24.900000000000002,-0.7000000000000001,0.30000000000000004,-1.7000000000000002,0.5,-0.6199999999999999,-0.54,-0.6199999999999999,0.86,5.300000000000001,-0.7000000000000001,-2.7,0.10000000000000009,88.70000000000002,23.099999999999998,-58.3,-11.700000000000001,8.700000000000003,0.6999999999999997,-9.3,-1.0999999999999999,-1.8999999999999995,0.3999999999999999,1.0999999999999999,0.7,1.9000000000000021,2.3,2.9000000000000004,-0.09999999999999998,-0.30000000000000004,0.4,-0.3,0.5,18.53,-2,3.1500000000000004,-2.3,1.3000000000000003,-0.09999999999999998,-0.7000000000000001,-0.09999999999999998,0.2,-0.09999999999999998,-2.8000000000000003,0.6000000000000001,76.30000000000001,14.3,-87.7,-18.1,1.799999999999999,-0.10000000000000009,-1.0999999999999999,-1,24
9.5,1,0.2857142857142857,3,2,1,-4,1.1099999999999994,12.25,16.72,-3.89,1.2000000000000002,0.5,0.2,-0.2,1.8000000000000007,4.3999999999999995,-0.20000000000000018,-4.2,-0.19999999999999996,-0.19999999999999998,-1.2,0.3,-1.0999999999999999,-0.4,-1.1,-0.39999999999999997,-0.20000000000000007,-0.5000000000000001,-1.2000000000000002,0.5,3.5,-0.20000000000000018,-0.5,-0.4,1.6999999999999993,0.40000000000000013,0.7000000000000002,-0.30000000000000004,-59.30000000000001,-93.3,-187.3,47.2,0.19999999999999996,-1.5,-1.8,-0.5,-2.4,-0.58,-2.4,-1.8399999999999999,4.199999999999999,2.9,0.20000000000000018,-2.3,68.10000000000002,33.8,-34.9,-28.8,9.399999999999999,2.3999999999999995,-0.5999999999999996,-0.8,-1.2999999999999998,-1.9999999999999998,-5.3,1,-5.600000000000001,3.8,3.4000000000000004,-3.6,-0.5,-1.2000000000000002,-1.5,0,9.469999999999999,20.31,36.95,-8.99,1,0.30000000000000004,0,0,0.5,-0.8999999999999999,-0.5,0.39999999999999997,40.80000000000001,35.2,-33.2,-34.7,1.2000000000000002,1.3,1.9,-0.1,-7
9.5,1,0,0,4,0,1,5.8700000000000045,7.87,5.0600000000000005,-0.77,-0.7999999999999998,-0.2,-0.8,0,-0.8000000000000007,-3.5,-3.8,-0.8999999999999999,0.20000000000000007,-1.1,-0.7999999999999999,0.4,-0.5,-2.2,-4.5,0.7,-0.5,0.7999999999999999,0.5,-0.10000000000000003,1.2000000000000002,-0.19999999999999973,4.2,-0.3,0.5,-0.8,0.5,-0.3,-71.4,-3.6999999999999957,-1.3999999999999915,-27.9,0.9,-1.7999999999999998,-1.1,-0.8,0.45999999999999996,-1.83,-6.32,2.83,-1.1999999999999993,-2.9,-1.2000000000000002,-1,25.899999999999977,-149.1,-145.1,-28.7,1.5999999999999979,-5.8,-3.4,-0.8999999999999999,-1.0999999999999996,0.5,-0.10000000000000009,-0.8,-0.8000000000000007,8.5,11.2,-1.1,0.10000000000000009,0.10000000000000009,1.1,-0.20000000000000007,-7.3799999999999955,7.78,-9.08,1.69,-0.10000000000000009,-0.7000000000000001,-1.1,-0.09999999999999998,0.6,2.2,5.6,-0.8999999999999999,53.80000000000001,-151.8,-148.2,-24.5,1.700000000000001,-0.09999999999999998,0.9,-0.6000000000000001,35
10,1,0.09090909090909083,2,-4,-13,3,-0.5300000000000011,2.04,-5.67,2.96,1.8,0.4,-0.19999999999999996,0.1,5.399999999999999,-3.5999999999999996,-14.6,1.7,-0.20000000000000007,0.1,-0.2,0,0.6000000000000001,0.9,1.6,0,0.6000000000000001,0.6,-0.39999999999999997,0.4,1.2999999999999998,-4.1000000000000005,-6.7,1,1.3999999999999995,-1.3,-2.6,0.10000000000000003,-31.80000000000001,-22.5,25.200000000000003,-23.1,0.7,-0.3,0.7,0.5,-0.1299999999999999,0.21000000000000002,3.44,-0.88,5.699999999999999,-0.7,-5.3,1.4,120.20000000000002,-13.5,-134.8,9.3,12,-1.4000000000000004,-8,0.7,-0.5999999999999996,-0.30000000000000004,0.40000000000000036,-0.7,-0.09999999999999787,-5.8,-20.1,1,0.5,0.5,0.5,0.2,10.07,3.73,-13.679999999999998,8.08,1.7999999999999998,0.5,-0.19999999999999996,0,0,-0.4,-1,0.30000000000000004,103.69999999999999,-33.7,-295.3,26.1,2.000000000000001,-0.2,-2.6,-0.2,3
10.5,0,0.13636363636363635,0,0,3,-1,3.700000000000003,-8.45,-1.7300000000000004,-1.5100000000000002,0.2999999999999998,-1.3,-3.7,0,-0.40000000000000213,-7.1,-3.3999999999999995,-0.5,-0.9,0.09999999999999998,-0.9,-0.4,-0.8,0.8999999999999999,0.2,-0.7,0.5,-1.2,-0.5,0.6,-0.7000000000000002,2.7,-1.7,0,0.6000000000000005,-1.8,-2.4000000000000004,0.4,-21,77.30000000000001,157,32.400000000000006,0.19999999999999996,0.9,0.19999999999999998,0.09999999999999998,-1.2600000000000002,3.58,3.09,-2.29,-1.5999999999999996,-1.9,5.4,0.49999999999999994,-32.60000000000002,-47.3,-11.600000000000001,40.4,2.6999999999999993,-11.9,-22.299999999999997,2.7,0.2999999999999998,1.6,3.3,0.6,6,-4,-4,-1.9,0.5999999999999999,0.6000000000000001,0.6000000000000001,0.8,7.280000000000001,-25.89,-26.240000000000002,3.26,0.6000000000000001,-2.4,-3.4000000000000004,0.5,1.3,-0.30000000000000004,0.30000000000000004,1.5,16,-76.7,-42,33,1.7999999999999998,-1.5,-1.3,1.1,29
12,1,0.18181818181818182,0,-1,2,3,-2.9099999999999966,-13.23,-24.21,4.89,0.5999999999999999,-0.8,-1.4,0.30000000000000004,-3.099999999999998,-4.7,-3.1000000000000005,1.7,-0.30000000000000004,0.7,1.7,0.7,-0.8,0.2,0.19999999999999996,-0.9,0.7999999999999999,0.2,-1.2000000000000002,0.39999999999999997,2.1000000000000005,-1.3,3.1000000000000005,0,1.2999999999999998,-2.0999999999999996,-2.7,0.6,34,72,-24,0,0.7000000000000001,-2,-2.3,-0.3,-1,0.8500000000000001,1.86,-1.77,-4.9,-2.9,-3.8999999999999995,1.9,-77.89999999999998,-81.9,-41.900000000000006,28.3,6.199999999999999,-13.8,-24.8,4.699999999999999,0.2999999999999998,1.3,-0.7,0.4,2.599999999999998,0.6000000000000001,3.6000000000000005,0.4999999999999999,0.9999999999999999,-0.6000000000000001,-1,0,-6.359999999999999,-12.190000000000001,-8.15,0.21999999999999975,0.6000000000000001,-2.1,-4.4,0.7,1.8,-0.8999999999999999,-1.2,0.8999999999999999,-39.30000000000001,-101.9,0.7000000000000028,15.100000000000001,0,-2.4,-1.5999999999999999,0.3,7
14.5,1,0.34782608695652173,1,-3,-10,0,1.2100000000000009,-1.2700000000000005,-17.119999999999997,1.73,1.6,0.6000000000000001,-1.4,-0.30000000000000004,3.6000000000000014,3.3,0.5999999999999996,-2,0,0.3,3,0.30000000000000004,-0.9999999999999999,-0.6000000000000001,-1,0,0,-0.30000000000000004,0,0,4.8,0.8000000000000003,-4.2,0.7,2.3,1.6,-1.7000000000000002,0.1,-24.799999999999983,-100.2,-9.800000000000004,33.8,0.7,0,-1.3,0,-1.8399999999999999,0.38000000000000006,0.6600000000000001,-2.15,2.9000000000000004,1.2,5.9,-0.40000000000000013,79.1,61.400000000000006,150.1,-5.199999999999999,11.399999999999999,8.8,-7.6,-0.5,-0.7000000000000002,-3.4000000000000004,-0.7,0.7,-0.3000000000000007,-2.3,-18.3,-0.5,0.10000000000000009,0.09999999999999998,-0.8999999999999999,-0.2,10.100000000000001,11.22,-12.22,-6.430000000000001,1.1,1.1,-0.8999999999999999,-0.30000000000000004,1.1,0.7,0.10000000000000003,-0.2,72.80000000000001,61.8,51.8,-3.8000000000000007,0.39999999999999947,1.4,0.8,0.7,17
14.5,1,0.21739130434782605,1,1,3,3,5.520000000000003,-3.76,0.5300000000000002,8.04,1,-1.3,-1,-0.30000000000000004,1.3000000000000007,-1.1,1.3000000000000007,0.7,-0.7,0.30000000000000004,-0.7,0.1,-0.8,-0.2,0.2,0.7,0.20000000000000007,-1.0999999999999999,-0.8,-0.7,1.2999999999999998,2,2.3,0.5,1.2000000000000002,-1.5,0.2,-0.7,-13.300000000000011,-21.299999999999997,-37.3,-30.7,0.10000000000000009,-0.6000000000000001,0.09999999999999998,-0.30000000000000004,0.20999999999999996,1.9200000000000002,3.44,0.49,-1,-2.3,-4,0.8,-18.899999999999977,-74.2,-68.9,21.2,7.699999999999999,-11.6,-3.3000000000000007,-3.5,-0.10000000000000053,0.20000000000000007,-0.09999999999999987,-0.8,7.800000000000001,0.8,12.8,0.10000000000000009,0.19999999999999996,-1.4,-1.8,-0.8,0.8599999999999994,-22.3,-15.809999999999999,2.9799999999999995,1.1,-2.2,-0.8999999999999999,-0.7999999999999999,1,-1.4,-2,-1.5,39.89999999999998,-27.099999999999998,96.89999999999999,13.2,1.2000000000000002,-2.2,0.7999999999999999,0,17
11.5,0,0.20833333333333331,0,-3,-4,-3,2.3999999999999915,-6.449999999999999,-12.55,-1.07,0.10000000000000009,-2.6,-1.9,0.5,1.1000000000000014,-4.6000000000000005,-7.9,0.7,-0.9000000000000001,0.7999999999999999,2.0999999999999996,-0.30000000000000004,-0.2999999999999998,0.30000000000000004,0.7000000000000001,-0.4,0.8,-1.2,-0.19999999999999998,0.3,1,-6.699999999999999,-7,-0.5,1.4000000000000004,-3.9,-3.6,0.19999999999999996,-54.599999999999994,39.4,-75.6,22.5,0.5999999999999999,0.30000000000000004,-1.4000000000000001,1.2,-0.009999999999999787,1.55,0.7899999999999999,-1.8199999999999998,0.3000000000000007,-1.6999999999999997,-7.699999999999999,1.1,23.69999999999999,-29.6,-57.3,31.9,6.100000000000001,-20.200000000000003,-13.9,3.8,-0.7999999999999998,1.2000000000000002,-1.8000000000000003,0.8,1.2999999999999972,-4.4,4.300000000000001,0.40000000000000013,1.0999999999999999,-0.9,-0.9,1.2,6.07,-17.11,-9.83,0.1499999999999999,0.7999999999999998,-2.2,-1.2000000000000002,0.7,1.4000000000000001,-1.2999999999999998,-1.5999999999999999,1.6,44.19999999999999,-25.8,33.199999999999996,30.8,1.4999999999999991,0.4,0.8,0.5,-3
11.5,1,0.25,0,2,-7,1,2.8300000000000054,-7.1000000000000005,-21.79,8.219999999999999,0.8999999999999999,-0.1,-2.1,-0.6000000000000001,0,4.3,0,-0.5,-0.7000000000000001,0,-0.7000000000000001,0.4,-0.9,-0.5,0.09999999999999998,-0.3,0.7999999999999999,-1.2,-1.2,0.3,2.3999999999999995,2.4,-0.5999999999999999,1.9,1.5,-0.5000000000000001,-1.5,0.8,13.199999999999989,-73.4,-67.8,3.3000000000000007,0.09999999999999987,-0.9,-0.9000000000000001,-0.6000000000000001,-0.75,0.79,2.38,-1.7799999999999998,-2.4000000000000004,0.9000000000000001,-2.4,1.1,-34.70000000000002,0.6000000000000014,-62.699999999999996,29,8,-4.7,-13,2.5999999999999996,0,-1.7000000000000002,-2,-0.09999999999999998,3.5,4.199999999999999,-7.5,-2.4,0.7,-1.6,-2.3,-0.3,-5.439999999999998,-0.54,6.1,-5.2,1,-1,-2,0.09999999999999998,1.7000000000000002,-1,-2.3,0.09999999999999998,1.599999999999966,50.300000000000004,-45.4,1.5,0.40000000000000036,-0.6,-1.4000000000000001,0.30000000000000004,4
11,1,0.125,4,-6,-2,2,11.229999999999997,-3.19,23.58,0.3400000000000001,0.8,-1.2000000000000002,1.7999999999999998,-0.09999999999999998,6.400000000000002,-7.300000000000001,-5.6000000000000005,1,-0.4,0,-0.4,0.2,-0.7000000000000001,-0.39999999999999997,-0.7000000000000001,0.5,0,-0.30000000000000004,0,0.10000000000000003,2.5,-1.5,-2.4999999999999996,-1.4,1.6000000000000005,-0.7,1.5999999999999999,-1,-102.30000000000001,122.4,73.69999999999999,5.699999999999999,-0.10000000000000009,-0.1,-0.09999999999999998,0.30000000000000004,-0.99,1.71,-0.99,2.05,3.8999999999999995,-2.4,0.8999999999999999,-0.4,61.19999999999999,-45.8,41.2,-19.299999999999997,9.2,-6.800000000000001,10.200000000000001,-4.5,-1.6999999999999993,2.6,2.3,0.6,5.5,-4.800000000000001,2.5,1.6,-0.20000000000000018,-0.5,0.8,0,20.86,-28.2,-34.14,2.86,1.2000000000000002,-0.7999999999999999,2.2,-0.4,0.5,-0.2,1.5,-0.5,85.70000000000005,-58.3,-18.299999999999997,-16.4,2.2,-0.09999999999999998,7.7,-1.5,-6
10,0,0.28,3,-1,7,1,2.9199999999999946,-4.04,0.3699999999999992,-0.23,1.2999999999999998,0.29999999999999993,-0.7000000000000002,0,4.299999999999997,4.300000000000001,10.3,0.20000000000000018,-0.4999999999999999,0.5,-2.5,-0.5,-0.4,-0.4,-0.4,-0.2,-0.09999999999999998,-0.1,-0.09999999999999998,0,5.500000000000001,-0.5,3.5,-0.7,2,-0.4,1,0.1,-53.599999999999994,-22.6,-107.6,-30.4,1.2,-0.8,-1.8,-0.1,-1.0200000000000002,-1.1800000000000002,-1.6199999999999999,0.48,3.1999999999999993,2.5,6.199999999999999,-1.1,66.09999999999997,76.10000000000001,124.10000000000001,-7.5,11,1,3.000000000000001,2.5999999999999996,-1.2999999999999998,-0.30000000000000004,-2.3,-0.5,3,-1.3,6,4.6,0.2999999999999998,-0.4,-0.7000000000000001,0,12.529999999999998,10.15,42.53,9.85,0.8999999999999999,0.19999999999999996,-0.10000000000000009,0.5,0.7,0,-0.30000000000000004,0.30000000000000004,61.69999999999999,65.7,138.7,33.8,0.6000000000000005,0,1.8,0.2,-10
9.5,1,0.24,0,-2,-3,1,2.4499999999999957,-3.11,7.88,-1.33,1.1,0.09999999999999998,1.1,0.1,0.3999999999999986,0.09999999999999987,0.3999999999999999,0,-0.8,0.2,-0.8,0.5,-0.5999999999999999,-0.6,-1.5999999999999999,0,0.9,0.3,2.9000000000000004,0.19999999999999998,-0.5,-1.5,2.5,1.5,0.8999999999999995,-1.1,0.8999999999999999,0.9,-33.5,-32.2,-16.5,-10.7,-0.40000000000000013,0.2,0.6000000000000001,0.09999999999999998,-1.1800000000000002,-2.0300000000000002,-1.1800000000000002,0.010000000000000009,-0.9000000000000004,1.4000000000000001,1.1,-0.2,-14.199999999999989,29.5,64.8,-25.200000000000003,5.5,-1.5,8.5,2.4000000000000004,-0.6000000000000005,-0.30000000000000004,0.4,-0.30000000000000004,5.199999999999999,-1.4,3.2,2,0.7999999999999999,0.10000000000000003,2.8,-0.2,6.75,1.2600000000000002,-2.0699999999999985,-4.8,1,0,1,0.1,1.4,0.8,4.3999999999999995,-0.20000000000000007,1.8999999999999773,46.2,93.9,-28.4,1.6000000000000005,0.30000000000000004,2.6,-0.4,8
13,0,0.24000000000000005,-1,0,5,-2,4.619999999999997,-13.030000000000001,-25.34,-4.359999999999999,0.5,-0.8,-0.5,1.2000000000000002,2,-0.40000000000000036,2,1.5,-0.5,0.1,1.5000000000000002,-0.4,0,-0.7,-2,-0.4,0.4,-0.6,1.4,0.6,2.3,-0.9999999999999999,4.3,-0.4,1.5,-0.5,1.5,1,-32.599999999999994,-77,-46.6,25.700000000000003,0.5,0.19999999999999996,1.5,1.5,1.6500000000000001,0.8999999999999999,-1.1,-0.75,0.6999999999999993,-4,-2.3,0.7,43.30000000000001,-56.4,-18.700000000000003,7.299999999999999,8.600000000000001,-2.7,4.6000000000000005,7.9,-0.7999999999999998,-1.5,-0.8,0.9,0.8000000000000007,10.4,16.799999999999997,2.9,0.5,-0.9,1.5,1.5,-3.6700000000000017,-3.47,11.330000000000002,-1.46,0.8999999999999999,-0.4,-0.09999999999999998,1.4,0.6,-0.09999999999999998,3.6,2,60,73.4,120,11.7,1.0999999999999996,0.19999999999999996,-1.1,0,16
10,1,0.27999999999999997,-2,3,9,-1,-5.909999999999997,-4.57,-11.87,-0.49,0.40000000000000013,0.4,0.4,0.6000000000000001,-2.3999999999999986,-3.0999999999999996,-5.4,-0.8,0,-0.4,1,0.2,0.19999999999999996,-0.2,0.19999999999999996,-0.6000000000000001,0.30000000000000004,0.30000000000000004,1.3,0.6,1.2000000000000002,-0.8,1.2,-1.3,0.39999999999999947,0.09999999999999998,2.4,-0.3,49,17,45,19.7,0.9000000000000001,0.8999999999999999,-0.09999999999999998,0.2,1.75,3.34,1.75,-0.9400000000000001,-2.1000000000000014,-2.1,-2.1,1.1,-47.20000000000002,-55.5,-53.2,13.9,1.8999999999999986,-0.09999999999999964,1.9,0,1.0999999999999996,0.4,1.1,0.8,1,5,5,0.39999999999999997,0.7,1,0.7,1,-7.979999999999997,-3.2700000000000005,-13.09,2.4499999999999997,0.09999999999999964,0.09999999999999998,0.09999999999999998,0.19999999999999998,0.5,1.2,0.5,1.5,-29.80000000000001,-36.5,-76.8,1.2000000000000002,-0.5,-0.6,-2.5,0.1,7
10,1,0.32,3,0,1,0,0.6199999999999974,-3.32,-4.33,3.33,1.4,0,3.4,-0.1,1.3000000000000007,1.6,2.3,0.7,0,0,-1,-0.1,-0.5999999999999999,0.4,1.4000000000000001,-0.6,0.8,-0.19999999999999996,0.8,0.30000000000000004,1.5999999999999996,0.19999999999999996,-2.3999999999999995,1,1.1000000000000005,0.09999999999999998,1.0999999999999999,0.09999999999999998,48.29999999999998,10.599999999999998,86.3,-18.3,0.30000000000000004,-2.4,-1.7,-0.09999999999999998,-0.56,1.2400000000000002,2.89,-2.0100000000000002,0,1.3,7,0.5,-13.899999999999977,26.1,158.1,-13.1,8.7,-0.7,16.7,0.3999999999999999,1,0.3,2,-0.5,4.099999999999998,0.8000000000000007,9.100000000000001,-0.3999999999999999,1,-1.2999999999999998,0,0.2,-0.14999999999999858,-17.84,-15.149999999999999,5.3999999999999995,1.2000000000000002,-0.2,3.2,-0.1,1.6,-1.7999999999999998,-1.4000000000000001,0.7,-8,-2.3999999999999986,113,-5,-0.09999999999999964,-0.2,5.4,-0.6000000000000001,28
9.5,1,-0.07692307692307693,1,0,-7,1,2.3500000000000014,0,4.2,-5.98,1.4000000000000001,0,4.4,-0.10000000000000009,7,0,0,0.5,-0.39999999999999997,0,-1.4,0.6,0.3999999999999999,0,-2.5999999999999996,2.4,1.4,0,1.4,-0.09999999999999998,0.40000000000000036,0,3.4,-2.6,1.2999999999999998,0,4.3,-0.7,-105.39999999999998,0,-48.400000000000006,20.6,0,0,-1,0,0.010000000000000231,0,-4.140000000000001,4.93,7.300000000000001,0,-1.7,-0.19999999999999996,100.30000000000001,0,23.3,-29.7,11,0,30,-1,-1.2999999999999998,0,-2.3,0.7,-3.3000000000000007,0,7.7,0.19999999999999996,1.4000000000000001,0,2.4,-0.6000000000000001,11.46,0,24.28,-2.5500000000000003,1.5999999999999999,0,4.6,0.10000000000000009,1,0,5,-3,106.60000000000002,0,78.6,-20.9,1.1000000000000005,0,2.7,-2,-4
10,0,0.21428571428571425,2,3,7,-2,5.359999999999999,6.02,12.399999999999999,-6.76,0.7999999999999998,0.2,2.8,0.8,-0.5,1.8,12.5,-2.5,-0.19999999999999996,-0.5,-2.2,0.8,-0.8,0.5,1.2,-0.8,-0.5,0.2,0.5,1.5,0.7999999999999998,2.2,8.8,-8.2,0,0.7,3,-2,49,-53.300000000000004,-211,172,0.5,-0.5,1.5,-0.5,-2.92,-0.22,-0.42,3.14,-2,2,4,2,-11.199999999999989,33.5,18.8,-26.200000000000003,1.8000000000000007,3.8,21.8,-1.2000000000000002,0.7999999999999998,-1.2,-4.2,3.8,6.5,1.2,12.5,-1.5,0.30000000000000004,0,1.3,2.3,-3.020000000000003,14.599999999999998,55.32,-12.190000000000001,0.2999999999999998,0.3,2.3,1.3,1.1,-0.6000000000000001,0.10000000000000009,3.0999999999999996,-25,33.3,78,-1,1,0.1,-1,0.9,20
9.5,1,0.14285714285714285,-2,1,-2,0,7.609999999999999,3.7199999999999998,-17.77,-0.040000000000000036,1.4999999999999998,0.8,-1.5,-0.49999999999999994,-3,1.4,-1,1,0.5,0.5,1.5,1,-1.9999999999999998,0.7,1,1.5,0.30000000000000004,0.3,-0.7,0.3,-2.3,0,-2.3,0.2,0.2999999999999998,0.3,-2.7,-0.7,77.80000000000001,-40.2,79.8,-121.7,1,0,-1,0,-3.7300000000000004,1.05,3.59,0.83,-0.3000000000000007,1,-0.3,0.7,14,29.3,-26,24.5,7.199999999999999,2.9000000000000004,-18.8,-6.3,1.5,-0.8,1.5,-3,-1.5,0.5,-7.5,-3.5,0.7,0.1,-1.3,-0.3,0.9100000000000037,9.7,-6.970000000000001,10.04,1.5,0.5,-2.5,-1,2.8,-0.5,-2.2,-1.7,13.699999999999989,27.700000000000003,-117.3,7.700000000000003,1.1000000000000005,0.4,-3.6,-0.4,18
